Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Default,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner
51.864601135253906,116601.796875,167098.0625,615.7573852539062,78.76045989990234,3.8805148601531982,7.5804643630981445,31.181392669677734,0.8747795820236206,2.086162567138672e-07,Master's,Unemployed,Divorced,Yes,Yes,Education,Yes
63.831661224365234,123681.3515625,154808.3125,523.3043823242188,26.282609939575195,2.956278085708618,6.115566730499268,14.727012634277344,0.19173595309257507,3.314018249511719e-05,PhD,Full-time,Single,No,No,Other,Yes
32.787010192871094,26859.26953125,53037.875,427.2440185546875,54.02219009399414,1.462776780128479,23.05360221862793,50.39607238769531,0.21050190925598145,2.9802322387695312e-08,PhD,Unemployed,Single,No,No,Home,Yes
40.85526657104492,96003.75,121065.390625,550.590576171875,32.5068473815918,3.5815134048461914,20.38951301574707,52.521080017089844,0.7545745968818665,0.9999551773071289,Master's,Part-time,Married,Yes,No,Business,Yes
49.87787628173828,69684.2421875,102407.2734375,506.8541259765625,31.891347885131836,1.1762940883636475,17.617002487182617,28.707908630371094,0.23011727631092072,5.6624412536621094e-05,Bachelor's,Unemployed,Divorced,No,No,Education,No
19.743085861206055,15824.9296875,101525.6875,402.97454833984375,73.97589874267578,1.0925064086914062,24.67554473876953,23.66952133178711,0.14661426842212677,0.0,PhD,Unemployed,Single,No,Yes,Home,Yes
25.82555389404297,80797.8359375,82921.546875,700.8397216796875,58.32767868041992,3.783845901489258,18.808486938476562,21.426559448242188,0.791024923324585,2.652406692504883e-06,Master's,Part-time,Single,No,No,Education,No
49.12240982055664,94063.4609375,104000.7890625,516.1370849609375,101.2149658203125,3.4712586402893066,5.150308132171631,20.95473289489746,0.8422584533691406,9.834766387939453e-07,Master's,Unemployed,Single,Yes,Yes,Home,No
25.443988800048828,24868.013671875,77445.7890625,456.6383361816406,35.151432037353516,1.4339655637741089,23.268177032470703,53.55937957763672,0.3762988746166229,1.2218952178955078e-06,PhD,Unemployed,Single,No,No,Home,Yes
61.82440185546875,140703.96875,133394.6875,631.55712890625,22.135278701782227,3.9701106548309326,15.714898109436035,38.71385192871094,0.17966918647289276,0.07156050205230713,High School,Part-time,Divorced,No,No,Education,Yes
30.515119552612305,69469.6171875,174574.828125,497.1822204589844,106.65571594238281,3.277284622192383,8.465764045715332,32.94075012207031,0.8407212495803833,1.004338264465332e-05,Master's,Full-time,Divorced,Yes,No,Education,No
41.94758224487305,28140.736328125,52902.828125,403.1935729980469,89.52835845947266,1.0150811672210693,22.150920867919922,26.554546356201172,0.5418205261230469,0.0,High School,Unemployed,Married,No,No,Auto,No
29.33469581604004,62977.55859375,51063.49609375,483.7817687988281,66.89575958251953,2.780128002166748,20.91619873046875,38.84772872924805,0.5963417291641235,1.4007091522216797e-06,Master's,Self-employed,Married,No,Yes,Education,No
34.973350524902344,44087.0234375,54152.9375,697.4072265625,80.12120056152344,3.2382209300994873,15.915400505065918,55.30418014526367,0.5679436326026917,1.4990568161010742e-05,PhD,Part-time,Married,Yes,No,Other,Yes
59.503318786621094,91614.90625,207170.234375,567.1575927734375,46.90496826171875,1.7727787494659424,6.109224796295166,42.06424331665039,0.5987947583198547,0.015715092420578003,Bachelor's,Self-employed,Single,Yes,No,Business,No
42.7923469543457,71881.453125,138111.625,481.4813537597656,102.8709716796875,2.0462839603424072,11.217538833618164,34.86188888549805,0.7602452635765076,0.08487445116043091,PhD,Full-time,Divorced,Yes,No,Business,No
32.384220123291016,33115.6484375,193337.78125,641.6439208984375,37.68961715698242,1.0511466264724731,19.489057540893555,12.718151092529297,0.10971114784479141,1.4901161193847656e-07,Bachelor's,Unemployed,Divorced,No,Yes,Business,No
31.87307357788086,62290.10546875,209363.53125,576.0432739257812,98.96102905273438,3.4197943210601807,8.789335250854492,23.730998992919922,0.7500678300857544,0.00048720836639404297,Master's,Full-time,Married,Yes,No,Education,No
58.81857681274414,56536.046875,83806.546875,627.5326538085938,7.1946940422058105,1.1657938957214355,23.078903198242188,12.557393074035645,0.1721680611371994,0.002407461404800415,Master's,Self-employed,Divorced,No,Yes,Business,No
55.10218811035156,97036.6015625,131012.3046875,487.4775085449219,39.88725280761719,3.121011972427368,19.330530166625977,51.74182891845703,0.6240513324737549,0.006338447332382202,High School,Full-time,Married,No,No,Business,Yes
18.820005416870117,15779.615234375,70459.3828125,388.8851013183594,105.78441619873047,1.0677614212036133,24.132944107055664,50.52473831176758,0.31068795919418335,6.952881813049316e-05,Master's,Unemployed,Married,No,Yes,Home,No
36.12005615234375,70531.921875,103328.875,349.50372314453125,71.79792785644531,2.8586859703063965,11.527982711791992,53.929893493652344,0.8643814325332642,0.9990445971488953,Master's,Unemployed,Divorced,Yes,No,Auto,Yes
18.529136657714844,15446.9384765625,48844.68359375,414.03656005859375,113.9807357788086,3.36869478225708,24.469131469726562,55.762699127197266,0.2883772850036621,0.03774058818817139,PhD,Full-time,Married,No,Yes,Home,Yes
62.113990783691406,114895.4609375,136803.046875,575.6016235351562,74.7004623413086,1.0054924488067627,6.570565700531006,12.26633071899414,0.4177319407463074,0.0,PhD,Full-time,Divorced,No,Yes,Other,No
25.36542510986328,28898.240234375,117456.46875,514.7886962890625,75.00755310058594,1.8610076904296875,18.205493927001953,53.69237518310547,0.47026270627975464,0.12178713083267212,Bachelor's,Unemployed,Married,Yes,No,Education,Yes
49.87265396118164,94401.625,67508.1796875,713.05712890625,42.787227630615234,3.004516124725342,11.432109832763672,46.224464416503906,0.5450564026832581,0.00012156367301940918,PhD,Part-time,Married,No,No,Education,No
43.04182434082031,73181.8671875,171894.578125,493.6669921875,16.836627960205078,1.5757346153259277,18.09255599975586,19.573467254638672,0.4203804135322571,0.9999997615814209,High School,Unemployed,Divorced,No,No,Auto,No
23.6230411529541,22684.63671875,38417.40625,580.7703247070312,116.90521240234375,1.4033359289169312,14.610569953918457,51.51252365112305,0.7802833318710327,0.0,PhD,Self-employed,Married,Yes,Yes,Business,No
33.64377212524414,88040.015625,62951.6875,834.457763671875,9.216621398925781,3.9874870777130127,11.443239212036133,51.068359375,0.24222645163536072,0.02362951636314392,Bachelor's,Part-time,Married,Yes,Yes,Education,Yes
50.50105667114258,120149.484375,115008.109375,717.6646728515625,25.682022094726562,3.2434158325195312,10.57911205291748,13.659942626953125,0.5508430600166321,8.085370063781738e-05,Master's,Part-time,Divorced,No,Yes,Other,No
20.30231285095215,17571.232421875,75864.0546875,652.070556640625,115.5733871459961,3.1821863651275635,17.657312393188477,47.98920822143555,0.7505980730056763,4.291534423828125e-06,High School,Self-employed,Married,No,Yes,Home,No
47.545230865478516,76492.6875,215672.546875,341.54522705078125,91.81954956054688,1.2634555101394653,6.3445820808410645,32.14268493652344,0.8143854141235352,0.03558218479156494,Bachelor's,Full-time,Divorced,Yes,No,Home,No
67.8177490234375,124583.0234375,121984.59375,505.759765625,13.315873146057129,1.0216460227966309,3.4235599040985107,12.279315948486328,0.2179262638092041,0.0013949871063232422,High School,Self-employed,Single,No,Yes,Other,No
30.930458068847656,48985.0,120524.9921875,447.40704345703125,101.04839324951172,3.5331923961639404,17.231428146362305,36.35206985473633,0.8418087959289551,0.0005086362361907959,Master's,Full-time,Married,Yes,No,Auto,No
56.878211975097656,100427.3359375,150406.390625,576.7493286132812,63.67912673950195,2.734426736831665,5.075527667999268,19.244857788085938,0.5211691856384277,0.00011095404624938965,Bachelor's,Self-employed,Single,Yes,Yes,Home,Yes
55.19016647338867,106190.71875,98287.3828125,525.2979125976562,111.93672180175781,1.0611274242401123,5.075167179107666,23.92291259765625,0.8227729797363281,8.940696716308594e-08,PhD,Self-employed,Single,Yes,No,Business,No
20.838336944580078,31996.76171875,74311.1953125,601.6989135742188,104.94129943847656,3.7485194206237793,21.782949447631836,45.78579330444336,0.8340882062911987,2.682209014892578e-07,Master's,Self-employed,Married,No,Yes,Education,No
58.109222412109375,133082.3125,25091.62890625,784.9293212890625,19.211532592773438,3.895521640777588,8.411617279052734,57.967742919921875,0.7135409116744995,1.5795230865478516e-06,Master's,Part-time,Divorced,Yes,No,Business,Yes
29.010896682739258,21067.93359375,87236.28125,486.0579528808594,12.892949104309082,1.0604393482208252,24.457454681396484,15.767881393432617,0.10216081142425537,0.20996582508087158,Master's,Full-time,Single,No,Yes,Business,No
28.06661605834961,50501.37890625,162761.765625,700.5726928710938,83.53133392333984,3.460789203643799,8.01671028137207,48.4822883605957,0.5960426330566406,0.0014184117317199707,Bachelor's,Part-time,Married,Yes,Yes,Auto,Yes
61.40194320678711,129074.46875,190093.03125,541.1121215820312,75.19720458984375,1.9872790575027466,2.5367319583892822,39.13677215576172,0.7496299743652344,0.0,Bachelor's,Part-time,Single,Yes,No,Home,No
66.76216125488281,142002.078125,164203.171875,610.4185791015625,1.4204559326171875,3.9964041709899902,23.95912742614746,59.856658935546875,0.6690014600753784,0.0008240044116973877,High School,Self-employed,Married,No,Yes,Home,Yes
38.13993835449219,93659.5,115658.4296875,460.7330627441406,78.29766845703125,2.7161645889282227,9.030586242675781,51.106605529785156,0.574079155921936,0.021662503480911255,Bachelor's,Self-employed,Married,Yes,No,Business,Yes
46.15950012207031,55504.234375,54810.8359375,448.29864501953125,90.23320770263672,3.8750932216644287,17.26352882385254,58.981536865234375,0.4022511839866638,2.384185791015625e-06,High School,Self-employed,Married,Yes,Yes,Auto,Yes
50.778297424316406,105144.8515625,120690.46875,645.76220703125,25.779258728027344,1.3088295459747314,11.844121932983398,18.20149803161621,0.20614567399024963,0.00026601552963256836,Bachelor's,Self-employed,Divorced,No,Yes,Education,Yes
64.70489501953125,100855.3984375,49577.50390625,450.7760314941406,18.719043731689453,3.3488354682922363,18.297609329223633,30.600379943847656,0.12595482170581818,2.8908252716064453e-06,High School,Self-employed,Divorced,No,No,Education,Yes
37.9670524597168,105790.09375,180081.578125,328.6105041503906,44.58246612548828,1.3051574230194092,15.252245903015137,31.176973342895508,0.7510751485824585,0.0,Master's,Full-time,Single,No,No,Education,No
22.651416778564453,27215.236328125,179306.578125,626.1149291992188,107.33366394042969,1.2152581214904785,12.956206321716309,34.92470169067383,0.3740823268890381,0.0,Bachelor's,Unemployed,Married,Yes,Yes,Education,No
40.754581451416016,39754.703125,92591.2421875,367.8164978027344,109.28130340576172,1.0114156007766724,21.848634719848633,25.11606216430664,0.7791368365287781,1.5139579772949219e-05,PhD,Full-time,Married,No,No,Other,No
33.95531463623047,50720.578125,166804.15625,516.7288208007812,109.63892364501953,2.339122772216797,5.61500358581543,37.49565124511719,0.8143316507339478,3.1888484954833984e-06,High School,Full-time,Divorced,Yes,Yes,Auto,No
52.51332092285156,72832.609375,182318.296875,473.1285705566406,86.9802017211914,1.7308948040008545,5.714253902435303,22.23927879333496,0.6773570775985718,1.8477439880371094e-06,Bachelor's,Full-time,Divorced,Yes,No,Home,No
59.0329704284668,121491.0546875,196130.90625,540.1212768554688,29.880226135253906,3.7971324920654297,12.442510604858398,30.218368530273438,0.8672977685928345,2.822279930114746e-05,Master's,Unemployed,Single,Yes,No,Education,Yes
50.21212387084961,77311.984375,190105.921875,489.5615234375,80.51134490966797,2.292426586151123,7.169799327850342,29.365554809570312,0.6729997396469116,0.004130899906158447,Bachelor's,Full-time,Divorced,Yes,No,Business,No
59.366214752197266,122178.4375,121649.8203125,726.86962890625,52.71126937866211,2.685667037963867,5.842102527618408,36.1905632019043,0.7123440504074097,0.0002817213535308838,High School,Part-time,Single,Yes,No,Business,No
20.591814041137695,22741.703125,164410.1875,665.4639892578125,117.72636413574219,3.141287326812744,14.302247047424316,53.11359405517578,0.8344320058822632,0.0001201927661895752,PhD,Self-employed,Married,Yes,No,Other,No
23.0191593170166,20102.650390625,9519.77734375,768.2780151367188,101.01631927490234,3.550098419189453,19.74997329711914,56.31312561035156,0.77541184425354,5.662441253662109e-07,High School,Part-time,Married,No,Yes,Other,No
25.074920654296875,24501.966796875,10520.78125,719.5738525390625,88.95532989501953,3.5861258506774902,13.83999252319336,59.5316162109375,0.7627242207527161,1.3053417205810547e-05,Bachelor's,Part-time,Married,Yes,Yes,Auto,Yes
19.431943893432617,16713.564453125,144493.453125,395.2110290527344,89.33619689941406,1.355379343032837,24.10556411743164,40.85852813720703,0.1478768289089203,0.09283560514450073,Bachelor's,Unemployed,Single,No,No,Home,Yes
35.739601135253906,84725.1328125,185209.3125,617.4310302734375,42.26985549926758,2.700352668762207,10.595330238342285,36.016807556152344,0.3911084234714508,0.7733193635940552,Bachelor's,Self-employed,Divorced,Yes,No,Education,No
44.221214294433594,107660.4296875,200669.84375,697.731689453125,18.429725646972656,3.746532440185547,7.898764133453369,20.098554611206055,0.2633093297481537,0.999975860118866,Bachelor's,Part-time,Single,Yes,Yes,Education,Yes
43.282493591308594,45728.1875,84655.4140625,456.5320739746094,66.9253158569336,1.2645117044448853,20.38662338256836,31.148921966552734,0.4295333921909332,0.6940172910690308,PhD,Self-employed,Divorced,No,No,Auto,No
55.67788314819336,95206.0390625,185172.671875,561.9375610351562,87.6657485961914,2.635403871536255,3.1631622314453125,18.883087158203125,0.577231764793396,2.9802322387695312e-08,Bachelor's,Self-employed,Single,Yes,Yes,Home,Yes
64.38191223144531,123374.640625,208077.625,500.36663818359375,50.44927978515625,3.993272304534912,4.150881290435791,25.687244415283203,0.17474737763404846,0.2933194935321808,High School,Self-employed,Single,Yes,No,Business,Yes
47.0703010559082,61558.46484375,207701.0,606.548095703125,75.74788665771484,3.79913330078125,6.09874153137207,20.163114547729492,0.4189609885215759,0.37082892656326294,Bachelor's,Self-employed,Divorced,Yes,No,Home,Yes
30.674203872680664,59425.01171875,86228.28125,531.57666015625,110.41767120361328,1.004493236541748,18.74576187133789,21.75259017944336,0.6270307302474976,1.1324882507324219e-06,PhD,Unemployed,Single,No,No,Education,No
37.383487701416016,57933.484375,104450.8515625,486.1836853027344,104.67510223388672,2.2007675170898438,7.267805099487305,44.791900634765625,0.8202621340751648,2.2590160369873047e-05,Master's,Full-time,Divorced,Yes,No,Auto,No
32.39073181152344,63583.19921875,82184.5859375,660.5404663085938,70.77987670898438,2.5557162761688232,14.725757598876953,41.43086624145508,0.5323328971862793,4.678964614868164e-05,Master's,Part-time,Married,No,Yes,Education,No
55.72233963012695,71456.8359375,134058.359375,462.30242919921875,98.56929779052734,3.752981185913086,6.3992018699646,27.77099609375,0.65814208984375,2.8014183044433594e-06,PhD,Unemployed,Divorced,Yes,Yes,Home,Yes
23.33945655822754,36643.0546875,60221.51171875,451.0444641113281,111.69219207763672,3.062127113342285,13.518550872802734,50.047943115234375,0.8134711384773254,2.9802322387695312e-08,Master's,Self-employed,Married,Yes,Yes,Auto,No
68.60794830322266,147915.28125,126921.28125,810.252685546875,0.1858176290988922,3.9462170600891113,16.975540161132812,32.95771408081055,0.15572714805603027,0.012788176536560059,High School,Part-time,Divorced,No,Yes,Other,Yes
61.35366439819336,118736.3828125,28606.642578125,803.2969970703125,30.629154205322266,2.4886910915374756,7.145959377288818,29.279691696166992,0.4133763313293457,1.1920928955078125e-07,PhD,Part-time,Divorced,No,No,Other,No
64.32850646972656,131462.9375,56332.96484375,813.3387451171875,3.231804609298706,3.716660976409912,14.352256774902344,40.793739318847656,0.23372089862823486,0.00012764334678649902,PhD,Part-time,Divorced,No,No,Auto,Yes
57.86958312988281,126831.875,100532.375,763.63720703125,15.219242095947266,3.6779732704162598,13.47661304473877,56.545066833496094,0.7128607630729675,0.0002587437629699707,PhD,Part-time,Married,No,No,Business,Yes
48.300052642822266,95433.9453125,73484.234375,611.7661743164062,106.15288543701172,1.0553580522537231,7.152004241943359,17.467031478881836,0.5204752683639526,8.046627044677734e-07,PhD,Unemployed,Single,Yes,Yes,Education,No
57.859806060791016,122079.125,112964.6484375,391.72064208984375,3.193981409072876,3.928431510925293,23.983112335205078,55.9984245300293,0.17087288200855255,0.9989327192306519,High School,Self-employed,Single,No,Yes,Education,Yes
47.21812438964844,108038.1015625,198597.296875,481.448486328125,86.14396667480469,2.3046271800994873,3.2139530181884766,31.590145111083984,0.8270626068115234,0.0054080188274383545,Bachelor's,Part-time,Divorced,Yes,Yes,Home,No
43.16474533081055,81590.0078125,134907.921875,443.6778564453125,95.84239196777344,1.4851733446121216,5.693760395050049,48.36852264404297,0.8160399198532104,7.271766662597656e-06,Bachelor's,Full-time,Divorced,Yes,No,Business,No
64.59429168701172,112700.7421875,193167.359375,324.46258544921875,16.42896270751953,1.0468316078186035,6.255231857299805,33.267826080322266,0.6650107502937317,0.00020062923431396484,Bachelor's,Self-employed,Single,No,No,Business,No
36.56191635131836,46562.0703125,33652.0546875,490.47998046875,41.97520446777344,1.164928674697876,22.02323341369629,42.388206481933594,0.49998751282691956,1.5497207641601562e-05,Master's,Self-employed,Married,No,No,Education,Yes
29.971614837646484,70221.1328125,58630.40234375,685.1914672851562,75.03101348876953,2.6716811656951904,16.755430221557617,48.761478424072266,0.57407146692276,1.1026859283447266e-06,Bachelor's,Part-time,Married,No,No,Other,Yes
27.415325164794922,21192.58984375,172816.234375,493.49041748046875,42.98173904418945,1.0385723114013672,23.392976760864258,15.506172180175781,0.10607204586267471,0.0001874864101409912,Bachelor's,Unemployed,Divorced,No,Yes,Business,No
59.58273696899414,91253.7734375,206449.1875,451.3809814453125,51.12255859375,1.523078441619873,3.6378440856933594,33.431976318359375,0.5911176800727844,6.744265556335449e-05,Bachelor's,Self-employed,Single,Yes,No,Business,No
33.16646194458008,65968.8203125,103401.640625,583.0791625976562,94.60441589355469,1.6187865734100342,13.015069007873535,47.146358489990234,0.5992210507392883,1.728534698486328e-05,PhD,Self-employed,Married,Yes,No,Education,No
66.97653198242188,131391.765625,180005.734375,370.06365966796875,29.15696907043457,1.002421498298645,2.992161512374878,12.175178527832031,0.5982728600502014,0.0,High School,Full-time,Single,No,No,Other,No
59.15105438232422,86058.828125,115986.7890625,495.58038330078125,8.206035614013672,3.8732564449310303,22.664525985717773,28.872577667236328,0.10217893123626709,0.05274534225463867,High School,Unemployed,Divorced,No,No,Business,Yes
28.160797119140625,50397.79296875,146935.359375,518.4246215820312,105.3056640625,1.6441630125045776,7.45690393447876,51.711082458496094,0.8020405769348145,1.4901161193847656e-06,Bachelor's,Unemployed,Married,Yes,No,Auto,No
49.58964920043945,111343.78125,220330.375,357.7254333496094,41.10921096801758,1.2890515327453613,18.860790252685547,53.13439178466797,0.8490573167800903,3.2782554626464844e-07,Master's,Full-time,Married,No,No,Business,Yes
18.930477142333984,16332.0966796875,183939.6875,527.5219116210938,109.82865905761719,1.1617286205291748,22.125057220458984,39.61225128173828,0.2267063856124878,3.0994415283203125e-06,Bachelor's,Unemployed,Married,No,Yes,Education,No
22.053730010986328,19715.296875,20934.140625,697.1277465820312,26.246570587158203,2.672060012817383,22.910572052001953,38.6605110168457,0.371829628944397,0.028055131435394287,Master's,Part-time,Single,No,Yes,Home,No
47.23301696777344,86823.8671875,77109.546875,648.6011962890625,33.348655700683594,3.009049415588379,16.32127571105957,24.117033004760742,0.4221860468387604,0.002308666706085205,Master's,Part-time,Divorced,No,No,Auto,No
43.18577575683594,92781.34375,165178.84375,422.4395751953125,14.118646621704102,1.2786370515823364,12.239447593688965,13.723302841186523,0.3524014353752136,0.9999989867210388,Master's,Full-time,Single,No,Yes,Other,No
56.81422805786133,125274.4140625,118026.1328125,539.5214233398438,11.771893501281738,2.772244691848755,11.877542495727539,17.002574920654297,0.524189829826355,0.984047532081604,Master's,Unemployed,Single,No,Yes,Other,Yes
57.144222259521484,45266.53515625,28685.462890625,619.4025268554688,1.9923962354660034,1.0197927951812744,24.105159759521484,13.006133079528809,0.11823584884405136,0.0,Master's,Self-employed,Divorced,No,Yes,Business,Yes
62.140724182128906,121266.171875,114822.5,780.8448486328125,14.875943183898926,3.667879343032837,5.37543249130249,25.013214111328125,0.2838338017463684,5.8710575103759766e-06,Bachelor's,Part-time,Single,Yes,No,Other,Yes
53.765533447265625,100605.4140625,98899.2109375,495.9604797363281,61.792781829833984,3.606179714202881,17.674365997314453,45.241844177246094,0.8144477605819702,0.0006212294101715088,Master's,Unemployed,Married,Yes,No,Business,Yes
31.929872512817383,86731.9453125,201221.34375,338.3099365234375,53.68947982788086,1.2141449451446533,13.241971969604492,31.314085006713867,0.7547825574874878,0.0,Master's,Full-time,Married,Yes,No,Education,No
39.68693542480469,38430.94921875,50158.265625,659.4738159179688,54.338531494140625,1.5789602994918823,17.128860473632812,16.410728454589844,0.19393721222877502,2.384185791015625e-07,High School,Full-time,Single,No,Yes,Business,No
19.593914031982422,23039.8046875,123975.109375,646.1085815429688,102.15338134765625,3.3556833267211914,15.09833812713623,52.25038146972656,0.495598703622818,0.03365445137023926,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes
64.55936431884766,137354.78125,133353.5625,814.5596313476562,5.09234619140625,3.9993603229522705,3.532447576522827,12.440388679504395,0.11692561954259872,0.36975252628326416,Bachelor's,Part-time,Single,No,No,Other,Yes
41.93701171875,69185.140625,100780.7109375,447.50201416015625,93.9794921875,3.2755515575408936,9.653594970703125,27.81879425048828,0.802768886089325,0.004172265529632568,Master's,Unemployed,Divorced,Yes,Yes,Home,No
50.05711364746094,78314.7265625,87248.3984375,730.1365966796875,40.81513977050781,1.4414045810699463,13.947796821594238,13.768486976623535,0.2763882875442505,0.00045287609100341797,PhD,Part-time,Divorced,No,No,Business,No
60.937767028808594,134338.875,70900.8203125,510.3731994628906,53.804012298583984,3.458895206451416,5.28268575668335,13.083528518676758,0.8297139406204224,8.940696716308594e-08,Master's,Unemployed,Single,Yes,Yes,Other,Yes
23.5262451171875,24169.626953125,55544.23046875,763.3812866210938,87.88579559326172,2.9724979400634766,19.010242462158203,50.18912887573242,0.4475255012512207,1.2516975402832031e-05,Bachelor's,Part-time,Married,No,Yes,Other,Yes
38.3559684753418,108076.578125,103950.5859375,627.1910400390625,76.85498809814453,3.825568199157715,12.468500137329102,22.10546875,0.8076122403144836,2.7120113372802734e-06,Master's,Unemployed,Divorced,Yes,Yes,Education,Yes
32.59697341918945,59492.58203125,39821.98046875,684.5902099609375,69.78382110595703,2.8537371158599854,18.75308609008789,56.04533386230469,0.7680362462997437,6.258487701416016e-06,Master's,Part-time,Married,Yes,No,Other,Yes
32.523746490478516,54628.1953125,67823.2421875,477.92376708984375,99.50495910644531,1.343785047531128,15.590723991394043,42.27460479736328,0.5950575470924377,5.364418029785156e-07,PhD,Self-employed,Married,No,No,Auto,No
35.04977035522461,55050.25390625,104561.6953125,576.3017578125,51.322391510009766,2.747509717941284,19.92900276184082,54.050697326660156,0.5807055234909058,6.258487701416016e-07,PhD,Self-employed,Married,Yes,Yes,Education,Yes
46.269554138183594,84459.9921875,141270.6875,456.9312438964844,93.26023864746094,1.0396003723144531,9.343356132507324,21.71135902404785,0.6440051794052124,0.0,PhD,Full-time,Married,Yes,No,Education,No
25.087474822998047,28377.5078125,122757.0703125,347.3089904785156,103.97669219970703,1.5475106239318848,20.475383758544922,51.643455505371094,0.8764253854751587,2.9802322387695312e-08,Master's,Full-time,Married,Yes,Yes,Auto,Yes
60.23135757446289,126076.9296875,67352.21875,756.9247436523438,18.344470977783203,3.1903305053710938,8.258910179138184,35.94546890258789,0.5071313977241516,0.0011740624904632568,Master's,Part-time,Single,No,No,Business,No
33.08238220214844,41514.79296875,81762.109375,611.046142578125,36.47871398925781,1.0281716585159302,22.017261505126953,17.59177589416504,0.16236481070518494,0.3797520101070404,PhD,Self-employed,Divorced,No,Yes,Business,No
38.21780776977539,55374.14453125,154896.25,618.5548095703125,41.122432708740234,3.011838912963867,21.240699768066406,52.94829559326172,0.8092460632324219,5.960464477539063e-08,PhD,Self-employed,Married,Yes,Yes,Education,Yes
58.55553436279297,103874.96875,97330.8203125,468.58184814453125,107.07611846923828,1.0041247606277466,3.036179304122925,12.354299545288086,0.4439239501953125,0.0,PhD,Full-time,Single,No,Yes,Other,No
52.584228515625,112993.140625,71174.9765625,781.6765747070312,33.19633483886719,3.744995355606079,10.397774696350098,43.3197021484375,0.6276208162307739,1.1026859283447266e-06,Master's,Part-time,Divorced,Yes,Yes,Education,Yes
31.446598052978516,40878.72265625,94348.4296875,571.845703125,37.16292190551758,1.6996312141418457,17.451263427734375,40.036415100097656,0.31573501229286194,4.118680953979492e-05,Bachelor's,Full-time,Single,No,No,Auto,No
62.68607711791992,136185.078125,87153.5859375,751.7929077148438,24.22627067565918,3.970651149749756,11.02542495727539,54.66132354736328,0.24186035990715027,0.0001080930233001709,High School,Part-time,Divorced,Yes,Yes,Education,Yes
53.559261322021484,125992.4921875,234643.3125,343.20086669921875,32.952388763427734,1.8314735889434814,14.080588340759277,49.62916564941406,0.8857552409172058,8.940696716308594e-08,Master's,Full-time,Married,Yes,No,Business,Yes
26.196496963500977,49578.56640625,164093.265625,519.9932861328125,92.73397064208984,1.9095380306243896,10.18458080291748,48.57806396484375,0.8322120904922485,0.8791744112968445,High School,Part-time,Married,Yes,No,Auto,No
