f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31
-0.21025085,0.05963099,-0.18100333,0.108950734,0.3335513,0.09220481,0.21756005,-0.083510935,0.2724744,-0.6518341,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.1492517,0.059931993,-0.1873967,-0.002745092,0.04980421,0.051570892,0.033347964,0.08569801,0.20064521,-0.55543923,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.026839375,0.058471918,0.051825166,-0.008108139,0.08840668,-0.12630826,0.00028264523,-0.069660425,-0.06938708,-0.58268017,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.155164,0.04761648,-0.19903785,0.106444955,0.33891356,0.073990464,0.21256757,-0.13219273,0.2678728,-0.62744,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.13389838,0.057409167,-0.17846543,0.10884404,0.3479364,0.123304844,0.21330714,-0.076720655,0.23742402,-0.5699951,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.047388315,-0.020159781,-0.040467203,0.029649496,-0.12951177,-0.118600845,-0.044480145,0.052692294,0.029139996,-0.737967,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.051091135,0.02854693,-0.059089363,-0.009307206,0.1016407,0.07766366,0.05457902,-0.042174816,0.061152577,-0.3812043,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.14019066,0.03221929,-0.17883497,-0.003131926,0.08421266,0.12053585,0.088487506,0.048666596,0.17103136,-0.5307444,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.18428385,0.06303358,-0.3147787,0.0732857,0.21122992,0.11632049,0.16748333,0.1442076,0.29552186,-0.781039,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.1016134,0.029077768,0.008168697,0.061936498,-0.06715715,-0.12866342,-0.0064845085,-0.020866334,-0.03694409,-0.7386946,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.039792717,0.004639268,0.013431907,-0.045313597,0.113648176,-0.00078874826,0.064578176,-0.14567906,-0.028360128,-0.3960116,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.057042122,0.011390805,-0.026177764,-0.017043471,-0.011720657,-0.011919022,-0.02581197,-0.01998645,0.05306554,-0.3967138,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.059665024,-0.028087437,-0.108849525,-0.025186896,-0.029888093,0.0013668537,-0.0047986507,0.043240786,0.08175385,-0.48480767,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.10430467,0.04978156,0.0635165,0.059432387,-0.036242604,-0.2016859,0.031467557,-0.15239841,-0.11886406,-0.69673777,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.18028879,0.07324743,0.053248763,0.09668505,-0.04542333,-0.3096149,-0.029254913,-0.09686625,-0.16285384,-0.87100935,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.06654781,0.04949498,-0.05510199,-0.040498614,0.19763875,0.06611371,0.062092304,-0.096221745,0.11476207,-0.4328205,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.23777676,0.023406982,0.09520888,0.21066189,-0.20790362,-0.4486329,-0.03809434,-0.09891409,-0.12658542,-0.9289606,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.01736343,-0.023744702,-0.014067233,0.006154418,-0.06502259,-0.16038632,-0.020834684,-0.04666847,0.020934463,-0.62439334,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.11830044,0.018402576,-0.14576101,0.010041237,0.046429396,0.0022233725,0.012403727,0.02261734,0.1750977,-0.5016704,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.6664525,0.31335616,0.24781466,0.67731583,-0.54100144,-0.93054885,-0.30291563,-0.16987777,-0.5137272,-0.99997383,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.111284375,0.07507515,-0.18492478,0.06904495,0.20958531,0.09307706,0.16438591,0.004147172,0.20729709,-0.51009464,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.3404827,0.09263921,0.12880015,0.34706688,-0.32425845,-0.66889256,-0.12916654,-0.019801676,-0.21436793,-0.9946038,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.02833736,0.03083229,-0.037317395,-0.005665183,-0.08296931,-0.100568235,-0.047526896,0.025239944,0.0039196014,-0.6751605,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.098020434,0.014842153,-0.009214759,0.062390804,-0.12358582,-0.20124894,-0.035328925,0.036387563,-0.04509884,-0.70853496,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.023929775,0.038579583,-0.055150926,-0.028800309,0.054057717,0.039208055,0.013036966,-0.101238966,0.032727122,-0.4212916,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.17547506,0.024570584,-0.16722363,0.012193561,0.104296684,0.061422348,0.05299294,-0.03896427,0.19366133,-0.46273816,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.6053649,0.2327559,0.2750939,0.5879288,-0.43897736,-0.86507565,-0.17805707,-0.15894836,-0.3820389,-0.99983287,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.19298095,0.096265435,-0.23123252,0.14230669,0.4377638,0.102050066,0.22140348,-0.12247437,0.312788,-0.7533517,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.09898114,0.029417396,-0.12622643,-0.03278494,0.04578793,0.05644059,0.0128804445,0.07641184,0.10335493,-0.55570495,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.20394528,0.016895413,-0.020182192,0.14417267,-0.2852345,-0.41263622,-0.13439727,0.11385548,-0.012266159,-0.9756374,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.04792708,0.03323984,0.018585801,0.0057792664,0.1400367,-0.0298208,0.04814732,-0.16887563,-0.005984485,-0.3397959,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.002567649,-0.010712028,-0.030683756,0.0042123795,-0.056432247,-0.074050725,-0.02671659,-0.022504628,-0.012824357,-0.6285322,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.39610326,0.0927999,0.1461569,0.32182252,-0.3145128,-0.62506086,-0.0721395,-0.08932775,-0.19406885,-0.99061954,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.01676333,0.015318036,-0.017347455,0.0073769093,0.0014990568,-0.023821294,-0.032631457,0.052120686,-0.014260352,-0.6403665,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.062100768,0.093366265,0.06407249,0.046379328,-0.002654612,-0.2577567,-0.013475537,-0.111189306,-0.13945019,-0.7828356,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.015984893,0.08733034,0.031748414,-0.019410849,0.13027918,-0.043207884,0.028034449,-0.16410929,-0.09140056,-0.49736184,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5248648,0.27230573,0.29021955,0.41214967,-0.10397613,-0.76380146,-0.03782791,-0.3532827,-0.5030012,-0.9974516,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.11370665,0.013802528,-0.15662938,0.03592658,0.08180833,0.02522111,0.057763696,-0.024724364,0.20306909,-0.45514423,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.13396549,0.040104628,0.052106023,0.07697964,-0.07681191,-0.26115388,-0.008123755,-0.00972122,-0.09054464,-0.80168253,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.05897242,0.013381958,-0.08439481,-0.006857395,0.19168806,0.059949636,0.10225093,-0.13437915,0.081181526,-0.36061484,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.13570297,-0.030943334,-0.027246714,0.14040518,-0.27521628,-0.39701033,-0.13436288,0.06794989,-0.010121584,-0.95081687,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.040773213,0.010546207,-0.038579404,-0.038293302,0.031129599,-0.037705064,-0.0046148896,-0.094573736,0.01254046,-0.37168878,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.07318783,0.005130172,-0.060845494,0.053874254,-0.15895224,-0.16011065,-0.040012598,0.13394487,0.05810535,-0.85384756,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.07880044,0.089594126,0.06367099,0.0045273304,0.04470384,-0.12669718,0.018764377,-0.11581218,-0.09825009,-0.72192633,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.013290048,-0.005344391,-0.028216064,0.003546238,-0.08598912,-0.10308629,-0.037174225,0.056530595,0.010167956,-0.64383525,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.27414644,-0.012797177,0.10316694,0.22729981,-0.27959597,-0.530597,-0.11900151,0.012444258,-0.03646785,-0.9562162,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.09024823,0.013341308,-0.11388099,-0.03639251,-0.09916675,-0.028090715,-0.040934086,0.114717364,0.1363877,-0.61248994,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.07787502,-0.028270781,0.032556415,0.06697965,-0.1211586,-0.30590385,-0.047366142,-0.11982834,-0.083480775,-0.70875746,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.003145516,0.031039238,-0.0033155084,-0.009705305,0.00075650215,-0.049955487,0.014520884,-0.020154655,-0.02659446,-0.5205786,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.11856127,-0.0004863739,-0.007738054,0.11195135,-0.13880974,-0.29875112,-0.032689095,0.08160174,0.016139865,-0.89077115,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.1433397,0.003976345,-0.2449196,-0.04848063,0.07100093,0.105862856,0.07540643,0.10856032,0.19379723,-0.6384692,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.011407852,-0.01698786,-0.13602883,-0.0166381,-0.16348964,-0.031381965,-0.08723968,0.21783602,0.14256191,-0.82835096,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.036946535,0.07424021,-0.0031071305,0.042634964,0.013399005,-0.12178463,-0.021930099,-0.018353999,-0.026355445,-0.6672753,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.097926795,0.016887069,-0.11629748,-0.02217865,0.07450366,0.025725007,0.03150785,0.025831819,0.10662663,-0.4233427,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.14277518,0.0669955,0.06490326,0.12672937,-0.09935188,-0.37674987,-0.027978897,-0.12719166,-0.154598,-0.7977914,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.24885702,0.05828333,0.03173256,0.21902668,-0.28548682,-0.5283518,-0.12223452,0.016381264,-0.11056054,-0.9763455,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.52191186,0.23625314,0.22664213,0.5116254,-0.29977787,-0.8071655,-0.16598809,-0.16216302,-0.38226163,-0.99948335,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.013516426,-0.043705463,-0.07998645,-0.0032781959,-0.11087221,0.0053887367,-0.029464722,0.07021892,0.034332514,-0.7400006,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.06967223,-0.033747077,0.0116763115,0.04454732,-0.14280808,-0.17037708,-0.034740627,-0.022913933,0.011126637,-0.71222925,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.0881716,-0.0059109926,-0.0752908,-0.019528091,0.05727887,0.032479286,0.041108847,-0.08900517,0.08943546,-0.34120184,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.06369412,0.10811806,0.04224372,0.045033813,0.048956037,-0.11325598,0.008623123,-0.110972285,-0.08307648,-0.65930545,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.093101144,-0.024981022,-0.07093334,0.059067965,-0.25438195,-0.263501,-0.08774859,0.12277341,0.022649884,-0.87238693,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.026317894,0.017036438,-0.08821666,0.029550314,-0.047177672,-0.068876386,-0.03967333,-0.0044362545,0.044898033,-0.7204133,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.03927374,-0.013842344,0.012102604,0.0017244816,-0.032418966,-0.11644268,-0.016605496,-0.123246014,-0.034118652,-0.49804002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.34425545,0.124944806,0.13264024,0.27705538,-0.21341532,-0.6065296,-0.10767579,-0.07952231,-0.18371916,-0.9877782,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.46080375,0.121216655,0.1775769,0.4147755,-0.30702418,-0.7235558,-0.09738195,-0.12231892,-0.2100761,-0.9934823,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.006241441,-0.02237171,-0.00255692,-0.025730312,-0.006724596,-0.043532968,0.02669108,-0.05715108,0.011367559,-0.3032741,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.0065874457,0.038896203,0.014052033,-0.034832418,0.055272937,-0.04727441,0.019746184,-0.08063573,-0.00404197,-0.44593185,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.09353638,0.032758474,-0.0075433254,0.06593931,-0.08913565,-0.23097962,-0.020715714,0.0010206699,-0.059538603,-0.7802268,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.19881213,0.048252583,0.11426687,0.15998578,-0.18390691,-0.4302063,-0.058826506,-0.12271482,-0.1253931,-0.91996956,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.07327533,0.011760712,-0.049766302,-0.021385312,-0.069031835,-0.030716956,-0.03915471,0.01822412,0.07213807,-0.5573672,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.10019177,0.030967832,-0.10962343,-0.015927255,0.06450701,0.030404449,0.01593721,-0.025774658,0.15389395,-0.44872737,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.008601427,0.030230045,-0.03698033,0.013009787,-0.0016335845,0.031551003,0.048737526,-0.007912457,-0.01847285,-0.55701804,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.056299627,0.043816447,0.024724483,-0.027112186,0.2735802,-0.014798224,0.109084845,-0.27486044,0.023758173,-0.5112579,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.06675947,0.044016838,-0.005085945,-0.03534311,0.12162089,0.040760756,0.031190872,-0.0959934,0.04719007,-0.47971016,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.17313796,0.028780222,-0.16380674,0.13420475,0.36977375,0.06622994,0.2224958,-0.2113893,0.29136539,-0.6095377,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.15440416,0.056288123,0.016741514,0.14043772,-0.17794204,-0.3469125,-0.051242948,0.066708565,-0.059997976,-0.9525345,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.10985386,0.021829128,0.005376935,0.09925234,-0.13993502,-0.2968309,-0.07236081,0.06473291,0.025970936,-0.91562235,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.07557303,0.018700719,-0.13837522,-0.00591594,0.058905125,0.08071065,0.024108887,0.09779608,0.15825152,-0.5853503,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
